numCells,numAuctioneers,concurrentAuctionsPerAuctioneer,maxBiddingPoolFraction,algorithm,scenario,# auctions,communication,waitTime,biddingTime,distributionScore,nMissing
200,200,2,0.05,compare_to_percentile,rolling deploy,1000,12096,2.65,0.92,0.0918,0
200,200,2,0.05,all_rebid,10% start,2000,42294,4.47,0.91,0.0710,0
200,200,2,0.05,all_rebid,cold start,12600,267330,27.74,1.08,0.0731,0
200,200,2,0.05,all_rebid,rolling deploy,1000,21063,2.70,1.06,0.0998,0
200,200,2,0.10,compare_to_percentile,10% start,2000,44484,4.47,0.92,0.0710,0
200,200,2,0.10,compare_to_percentile,cold start,12600,285252,27.69,1.17,0.0725,0
200,200,2,0.10,compare_to_percentile,rolling deploy,1000,22022,2.69,0.91,0.0715,0
200,200,2,0.10,all_rebid,10% start,2000,82943,4.49,0.92,0.0710,0
200,200,2,0.10,all_rebid,cold start,12600,527916,27.72,1.07,0.0726,0
200,200,2,0.10,all_rebid,rolling deploy,1000,41123,2.67,0.92,0.0715,0
200,200,2,0.20,compare_to_percentile,10% start,2000,85974,4.62,1.09,0.0709,0
200,200,2,0.20,compare_to_percentile,cold start,12600,550746,28.39,1.79,0.0722,0
200,200,2,0.20,compare_to_percentile,rolling deploy,1000,42336,2.71,0.93,0.0715,0
200,200,2,0.20,all_rebid,10% start,2000,165564,4.53,0.94,0.0710,0
200,200,2,0.20,all_rebid,cold start,12600,1077217,28.20,1.03,0.0729,0
200,200,2,0.20,all_rebid,rolling deploy,1000,82053,2.72,0.94,0.0715,0
200,200,5,0.05,compare_to_percentile,10% start,2000,25572,1.83,0.94,0.0710,0
200,200,5,0.05,compare_to_percentile,cold start,12600,157284,11.36,0.95,0.0735,0
200,200,5,0.05,compare_to_percentile,rolling deploy,1000,12516,0.92,0.92,0.0866,0
200,200,5,0.05,all_rebid,10% start,2000,44205,1.90,1.06,0.0710,0
200,200,5,0.05,all_rebid,cold start,12600,272955,11.43,1.12,0.0742,0
200,200,5,0.05,all_rebid,rolling deploy,1000,21798,0.92,0.92,0.0898,0
200,200,5,0.10,compare_to_percentile,10% start,2000,47872,1.85,0.94,0.0710,0
200,200,5,0.10,compare_to_percentile,cold start,12600,299838,11.31,1.03,0.0737,0
200,200,5,0.10,compare_to_percentile,rolling deploy,1000,23034,0.93,0.92,0.0715,0
200,200,5,0.10,all_rebid,10% start,2000,87494,1.86,0.95,0.0710,0
200,200,5,0.10,all_rebid,cold start,12600,567765,11.43,1.09,0.0743,0
200,200,5,0.10,all_rebid,rolling deploy,1000,43829,0.97,0.97,0.0715,0
200,200,5,0.20,compare_to_percentile,10% start,2000,101094,1.90,1.00,0.0710,0
200,200,5,0.20,compare_to_percentile,cold start,12600,677207,11.82,1.42,0.0733,0
200,200,5,0.20,compare_to_percentile,rolling deploy,1000,48216,0.98,0.97,0.0715,0
200,200,5,0.20,all_rebid,10% start,2000,230769,2.63,1.72,0.0710,0
200,200,5,0.20,all_rebid,cold start,12600,2002085,14.90,4.96,0.0740,0
200,200,5,0.20,all_rebid,rolling deploy,1000,94608,1.08,1.07,0.0715,0
250,250,1,0.05,compare_to_percentile,10% start,2500,37770,8.89,0.93,0.0635,0
250,250,1,0.05,compare_to_percentile,cold start,15750,238320,54.56,1.06,0.0661,0
250,250,1,0.05,compare_to_percentile,rolling deploy,1300,19530,5.29,0.92,0.0675,0
250,250,1,0.05,all_rebid,10% start,2500,67824,8.81,0.93,0.0635,0
250,250,1,0.05,all_rebid,cold start,15750,429408,54.85,1.10,0.0657,0
250,250,1,0.05,all_rebid,rolling deploy,1300,35127,5.33,0.92,0.0643,0
250,250,1,0.10,compare_to_percentile,10% start,2500,67878,8.91,1.10,0.0635,0
250,250,1,0.10,compare_to_percentile,cold start,15750,432080,54.68,1.09,0.0657,0
250,250,1,0.10,compare_to_percentile,rolling deploy,1300,35154,5.31,0.94,0.0640,0
250,250,1,0.10,all_rebid,10% start,2500,128367,8.91,1.03,0.0634,0
250,250,1,0.10,all_rebid,cold start,15750,815998,55.07,1.12,0.0655,0
250,250,1,0.10,all_rebid,rolling deploy,1300,66555,5.33,0.93,0.0640,0
250,250,1,0.20,compare_to_percentile,10% start,2500,131976,8.82,0.95,0.0634,0
250,250,1,0.20,compare_to_percentile,cold start,15750,843856,54.92,1.08,0.0652,0
250,250,1,0.20,compare_to_percentile,rolling deploy,1300,67704,5.30,0.93,0.0640,0
250,250,1,0.20,all_rebid,10% start,2500,257550,8.95,1.11,0.0634,0
250,250,1,0.20,all_rebid,cold start,15750,1644481,55.46,1.12,0.0655,0
250,250,1,0.20,all_rebid,rolling deploy,1300,132209,5.35,1.09,0.0640,0
250,250,2,0.05,compare_to_percentile,10% start,2500,37815,4.48,0.93,0.0635,0
250,250,2,0.05,compare_to_percentile,cold start,15750,240030,27.66,0.94,0.0662,0
250,250,2,0.05,compare_to_percentile,rolling deploy,1300,19560,2.71,0.98,0.0657,0
250,250,2,0.05,all_rebid,10% start,2500,68121,4.48,0.96,0.0635,0
250,250,2,0.05,all_rebid,cold start,15750,431028,27.81,0.95,0.0659,0
250,250,2,0.05,all_rebid,rolling deploy,1300,35181,2.69,0.92,0.0656,0
250,250,2,0.10,compare_to_percentile,10% start,2500,68499,4.46,0.92,0.0635,0
250,250,2,0.10,compare_to_percentile,cold start,15750,437346,27.77,1.06,0.0656,0
250,250,2,0.10,compare_to_percentile,rolling deploy,1300,35235,2.67,0.92,0.0640,0
250,250,2,0.10,all_rebid,10% start,2500,129693,4.48,0.96,0.0634,0
250,250,2,0.10,all_rebid,cold start,15750,834768,27.92,1.09,0.0658,0
250,250,2,0.10,all_rebid,rolling deploy,1300,66606,2.73,0.94,0.0640,0
250,250,2,0.20,compare_to_percentile,10% start,2500,135304,4.53,1.06,0.0634,0
250,250,2,0.20,compare_to_percentile,cold start,15750,874172,27.95,1.05,0.0658,0
